SA,conv_sa,1.8,1,1,87.19,84.63,87.19
SA,conv_sa,1.8,5,1,98.38,98.06,98.38
PU,conv_sa,1.8,1,1,66.42,49.62,66.42
PU,conv_sa,1.8,5,1,68.78,53.18,68.78
