IP,conv_sa,1.8,1,1,96.78,96.14,96.78
IP,conv_sa,1.8,1,2,98.29,97.95,98.29
IP,conv_sa,1.8,1,3,95.60,94.72,95.60
IP,conv_sa,1.8,1,4,99.28,99.14,99.28
IP,conv_sa,1.8,1,5,95.06,94.07,95.06
IP,conv_sa,1.8,5,1,99.39,99.27,99.39
IP,conv_sa,1.8,5,2,99.54,99.45,99.54
IP,conv_sa,1.8,5,3,98.40,98.08,98.40
IP,conv_sa,1.8,5,4,99.17,99.01,99.17
IP,conv_sa,1.8,5,5,98.85,98.62,98.85
IP,conv_sa,1.8,10,1,98.51,98.21,98.51
IP,conv_sa,1.8,10,2,97.83,97.40,97.83
IP,conv_sa,1.8,10,3,99.13,98.96,99.13
IP,conv_sa,1.8,10,4,99.28,99.13,99.28
IP,conv_sa,1.8,10,5,99.03,98.84,99.03
IP,conv_sa,1.8,15,1,98.44,98.12,98.44
IP,conv_sa,1.8,15,2,99.72,99.67,99.72
IP,conv_sa,1.8,15,3,98.33,97.99,98.33
IP,conv_sa,1.8,15,4,97.93,97.52,97.93
IP,conv_sa,1.8,15,5,99.19,99.03,99.19
IP,conv_sa,1.8,20,1,98.99,98.79,98.99
IP,conv_sa,1.8,20,2,99.63,99.55,99.63
IP,conv_sa,1.8,20,3,99.46,99.36,99.46
IP,conv_sa,1.8,20,4,99.32,99.18,99.32
IP,conv_sa,1.8,20,5,98.69,98.43,98.69
IP,conv_sa,1.8,25,1,99.44,99.33,99.44
IP,conv_sa,1.8,25,2,98.92,98.71,98.92
IP,conv_sa,1.8,25,3,99.64,99.57,99.64
IP,conv_sa,1.8,25,4,98.99,98.79,98.99
IP,conv_sa,1.8,25,5,98.25,97.90,98.25
